HH2406T,09,138,District - Meerut,Rural,Away,  196 ,  58 ,  19 ,  -   ,  -   ,  107 ,  1 ,  -   ,  -   ,  -   ,  11 
HH2406T,09,138,District - Meerut,Urban,Total,"  5,262 ","  2,730 ",  370 ,  11 ,  4 ,"  1,490 ",  478 ,  5 ,  -   ,  47 ,  127 
HH2406T,09,138,District - Meerut,Urban,Within the premises,"  4,505 ","  2,569 ",  262 ,  9 ,  4 ,"  1,211 ",  450 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,138,District - Meerut,Urban,Near the premises,  598 ,  138 ,  98 ,  2 ,  -   ,  205 ,  23 ,  5 ,  -   ,  47 ,  80 
HH2406T,09,138,District - Meerut,Urban,Away,  159 ,  23 ,  10 ,  -   ,  -   ,  74 ,  5 ,  -   ,  -   ,  -   ,  47 
HH2406T,09,139,District - Baghpat,Total,Total,"  1,717 ",  314 ,  211 ,  28 ,  1 ,"  1,027 ",  79 ,  -   ,  1 ,  -   ,  56 
HH2406T,09,139,District - Baghpat,Total,Within the premises,  679 ,  194 ,  60 ,  6 ,  -   ,  355 ,  64 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,139,District - Baghpat,Total,Near the premises,  717 ,  70 ,  82 ,  20 ,  -   ,  526 ,  12 ,  -   ,  1 ,  -   ,  6 
HH2406T,09,139,District - Baghpat,Total,Away,  321 ,  50 ,  69 ,  2 ,  1 ,  146 ,  3 ,  -   ,  -   ,  -   ,  50 
HH2406T,09,139,District - Baghpat,Rural,Total,"  1,326 ",  189 ,  152 ,  28 ,  1 ,  879 ,  53 ,  -   ,  -   ,  -   ,  24 
HH2406T,09,139,District - Baghpat,Rural,Within the premises,  470 ,  115 ,  16 ,  6 ,  -   ,  291 ,  42 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,139,District - Baghpat,Rural,Near the premises,  627 ,  49 ,  72 ,  20 ,  -   ,  471 ,  11 ,  -   ,  -   ,  -   ,  4 
HH2406T,09,139,District - Baghpat,Rural,Away,  229 ,  25 ,  64 ,  2 ,  1 ,  117 ,  -   ,  -   ,  -   ,  -   ,  20 
HH2406T,09,139,District - Baghpat,Urban,Total,  391 ,  125 ,  59 ,  -   ,  -   ,  148 ,  26 ,  -   ,  1 ,  -   ,  32 
HH2406T,09,139,District - Baghpat,Urban,Within the premises,  209 ,  79 ,  44 ,  -   ,  -   ,  64 ,  22 ,  -   ,  -   ,  -   ,  -   
